SOC,Voltage,Current
99.1351351351351,4.1818,-1.4584
99.1288981288981,4.1839,1.7674
99.1372141372141,4.1844,0.0587
99.1372141372141,4.1831,-0.4367
99.1351351351351,4.1834,0.0281
99.1351351351351,4.1844,0.5313
99.1413721413721,4.1905,5.8132
99.1725571725572,4.19,1.7649
99.1829521829522,4.1862,-0.6079
99.1787941787942,4.1856,0.3882
99.1808731808732,4.1851,-0.2835
99.1787941787942,4.1858,0.6283
99.1829521829522,4.1882,2.4111
99.1975051975052,4.1893,2.3574
99.2120582120582,4.1893,1.9156
99.2224532224532,4.1882,0.8301
99.2266112266112,4.1876,0.8582
99.2307692307692,4.187,0.3729
99.2328482328482,4.1862,-0.0536
99.2328482328482,4.1857,-0.0894
99.2328482328482,4.1855,-0.0945
99.2307692307692,4.1855,-0.0919
99.2307692307692,4.1853,-0.0919
99.2307692307692,4.1853,-0.0919
99.2286902286902,4.1853,-0.0945
99.2286902286902,4.1851,-0.0919
99.2286902286902,4.1851,-0.0919
99.2286902286902,4.1851,-0.0919
99.2266112266112,4.1851,-0.0919
99.2266112266112,4.1851,-0.0919
99.2266112266112,4.1851,-0.0919
99.2266112266112,4.1851,-0.0919
99.2245322245322,4.1851,-0.0919
99.2245322245322,4.1851,-0.0945
99.2245322245322,4.1851,-0.0945
99.2245322245322,4.1851,-0.0919
99.2224532224532,4.185,-0.0919
99.2224532224532,4.185,-0.0919
99.2224532224532,4.185,-0.0919
99.2224532224532,4.185,-0.0919
99.2203742203742,4.185,-0.0919
99.2203742203742,4.185,-0.0945
99.2203742203742,4.185,-0.1022
99.2182952182952,4.1846,-0.2835
99.2162162162162,4.1835,-1.2566
99.2079002079002,4.1814,-2.5311
99.1933471933472,4.1794,-3.3714
99.1725571725572,4.1784,-3.3433
99.1538461538461,4.1781,-3.1007
99.1351351351351,4.1755,-5.0929
99.1060291060291,4.1742,-4.7813
99.0790020790021,4.1732,-5.098
99.049896049896,4.1742,-3.3688
99.029106029106,4.1745,-3.5221
99.010395010395,4.1749,-3.2054
98.991683991684,4.175,-3.0675
98.972972972973,4.1727,-5.1899
98.9417879417879,4.17,-6.209
98.9064449064449,4.169,-5.7978
98.8731808731809,4.1683,-5.9536
98.8399168399169,4.1705,-3.425
98.8191268191268,4.172,-3.1364
98.8024948024948,4.1718,-3.3637
98.7837837837838,4.174,-1.3077
98.7775467775468,4.1764,-0.4393
98.7754677754678,4.1776,-0.2222
98.7754677754678,4.1789,0.3627
98.7775467775468,4.1789,-0.1354
98.7754677754678,4.1799,0.4904
98.7796257796258,4.1806,0.5517
98.7837837837838,4.1801,-0.0792
98.7817047817048,4.1807,0.5134
98.7858627858628,4.1804,-0.0715
98.7837837837838,4.1772,-2.9551
98.7671517671518,4.1759,-2.079
98.7546777546778,4.1739,-3.9231
98.7318087318087,4.173,-3.3765
98.7130977130977,4.1727,-3.3178
98.6943866943867,4.1725,-3.1773
98.6756756756757,4.1718,-3.4276
98.6548856548856,4.1712,-3.563
98.6361746361746,4.1723,-2.2246
98.6216216216216,4.1725,-2.4826
98.6070686070686,4.171,-3.7468
98.5862785862786,4.1737,-0.3244
98.5821205821206,4.1722,-3.6932
98.5634095634096,4.1739,-0.4495
98.5613305613305,4.1767,0.7484
98.5654885654886,4.1787,1.2822
98.5738045738046,4.1781,-0.1788
98.5717255717256,4.1782,0.5006
98.5758835758836,4.1789,0.5389
98.5779625779626,4.1782,-0.143
98.5758835758836,4.1749,-3.0981
98.5571725571725,4.1735,-2.4724
98.5446985446985,4.1732,-2.3702
98.5280665280665,4.1705,-4.6868
98.5010395010395,4.1674,-5.5526
98.4698544698545,4.1678,-3.8414
98.4469854469855,4.1686,-3.6677
98.4261954261954,4.1693,-2.9551
98.4116424116424,4.1708,-1.8262
98.4012474012474,4.1717,-1.5938
98.3929313929314,4.1732,-0.4597
98.3908523908524,4.1728,-1.5095
98.3825363825364,4.1743,0.2912
98.3825363825364,4.1739,-1.3741
98.3742203742204,4.1728,-1.5197
98.3659043659044,4.1739,-0.4444
98.3638253638254,4.1722,-2.6767
98.3471933471933,4.1696,-3.4633
98.3264033264033,4.1681,-3.9435
98.3014553014553,4.1685,-3.0828
98.2827442827443,4.1663,-5.1312
98.2557172557173,4.1654,-4.4594
98.2307692307692,4.1651,-4.3803
98.2058212058212,4.1649,-4.2066
98.1808731808732,4.1627,-5.974
98.1476091476091,4.1656,-1.9947
98.1351351351351,4.1646,-4.7429
98.1081081081081,4.1647,-3.1083
98.0914760914761,4.1664,-2.0765
98.0790020790021,4.1671,-2.079
98.0665280665281,4.1644,-4.8911
98.039501039501,4.1668,-0.7611
98.033264033264,4.1646,-4.9371
98.006237006237,4.1651,-2.1786
97.993762993763,4.1663,-2.1786
97.981288981289,4.1651,-3.5068
97.960498960499,4.1654,-2.2118
97.9480249480249,4.1646,-3.6447
97.9272349272349,4.1649,-2.3421
97.9126819126819,4.1641,-3.6881
97.8898128898129,4.1634,-3.425
97.8731808731809,4.1654,-1.2515
97.8669438669439,4.1658,-2.0714
97.8544698544699,4.1678,0.2886
97.8544698544699,4.1673,-2.1633
97.8440748440749,4.1673,-0.8658
97.8357588357588,4.1666,-2.1761
97.8253638253638,4.1658,-2.1786
97.8128898128898,4.1656,-2.1786
97.8004158004158,4.1654,-2.1786
97.7837837837838,4.1599,-7.6495
97.7422037422037,4.1595,-3.8975
97.7172557172557,4.1607,-3.8107
97.6985446985447,4.1605,-3.8592
97.6756756756757,4.1615,-2.4187
97.6611226611227,4.1592,-5.4377
97.6320166320166,4.1632,0.2631
97.6340956340956,4.1654,-0.7049
97.6278586278586,4.1653,-0.9348
97.6237006237006,4.1656,-0.9118
97.6174636174636,4.1642,-2.2757
97.6029106029106,4.1619,-3.7724
97.5800415800416,4.1621,-2.4596
97.5675675675676,4.1626,-2.3447
97.5550935550935,4.161,-3.8107
97.5301455301455,4.1597,-3.8592
97.5072765072765,4.1592,-3.9052
97.4885654885655,4.1602,-2.4545
97.4719334719335,4.1582,-5.1158
97.4428274428274,4.1573,-4.0508
97.4199584199584,4.159,-2.5694
97.4054054054054,4.1597,-2.5592
97.3908523908524,4.1599,-2.5592
97.3783783783784,4.1624,0.0026
97.3762993762994,4.1632,-1.1034
97.3700623700624,4.1631,-0.9884
97.3659043659044,4.1617,-2.2961
97.3513513513514,4.1609,-2.4187
97.3388773388773,4.1634,0.2963
97.3409563409563,4.1651,0.1737
97.3409563409563,4.1621,-3.4174
97.3222453222453,4.1617,-1.2336
97.3160083160083,4.1614,-2.1148
97.3014553014553,4.1607,-2.2808
97.2910602910603,4.1621,-0.8582
97.2848232848233,4.1629,-0.8403
97.2806652806653,4.1615,-2.102
97.2681912681913,4.1607,-2.2118
97.2536382536382,4.1588,-3.6498
97.2328482328482,4.1565,-4.559
97.2058212058212,4.1562,-3.8133
97.1808731808732,4.1562,-3.8158
97.1621621621622,4.1573,-2.383
97.1476091476091,4.1565,-3.872
97.1247401247401,4.1538,-5.453
97.0935550935551,4.1553,-2.6205
97.0790020790021,4.1567,-2.4953
97.0644490644491,4.1556,-3.3561
97.045738045738,4.1562,-2.715
97.031185031185,4.1577,-1.4047
97.022869022869,4.1588,-1.0778
97.016632016632,4.1608,0.258
97.02079002079,4.1622,0.4112
97.02079002079,4.1602,-2.0816
97.006237006237,4.1582,-2.3089
96.991683991684,4.1548,-5.2793
96.964656964657,4.157,-0.9322
96.95841995842,4.156,-3.8235
96.9376299376299,4.1595,1.3358
96.945945945946,4.162,0.6513
96.948024948025,4.1609,-0.9016
96.9438669438669,4.1615,0.3295
96.945945945946,4.1624,0.2707
96.945945945946,4.1627,0.4521
96.9501039501039,4.1644,1.4865
96.960498960499,4.1662,2.3319
96.977130977131,4.1723,7.2281
97.018711018711,4.1752,6.2142
97.054054054054,4.1755,5.9051
97.0914760914761,4.1811,10.4284
97.1580041580041,4.1865,11.6697
97.2182952182952,4.1871,9.8282
97.2702702702703,4.1817,4.4723
97.2952182952183,4.1748,0.4265
97.2952182952183,4.1685,-3.0624
97.2765072765073,4.1636,-4.084
97.2515592515593,4.16,-5.3687
97.2224532224532,4.159,-4.1529
97.1975051975052,4.159,-3.8797
97.1767151767152,4.1588,-3.4301
97.1580041580041,4.1599,-2.1914
97.1455301455301,4.1625,0.0204
97.1455301455301,4.1632,-0.7432
97.1434511434511,4.1646,0.7228
97.1455301455301,4.1649,-0.0741
97.1455301455301,4.1641,-0.5313
97.1413721413721,4.1646,0.0306
97.1413721413721,4.1636,-1.2975
97.1351351351351,4.1652,1.1519
97.1413721413721,4.1651,-0.4393
97.1392931392931,4.1654,0.4597
97.1413721413721,4.1642,-1.1085
97.1351351351351,4.1644,0.0281
97.1351351351351,4.1639,-1.3128
97.1288981288981,4.1636,-0.71
97.1247401247401,4.1631,-1.1289
97.1185031185031,4.164,0.0332
97.1185031185031,4.1639,-0.4214
97.1164241164241,4.1644,0.0409
97.1164241164241,4.1664,1.6065
97.1288981288981,4.1686,2.3728
97.1413721413721,4.1686,1.4329
97.1496881496881,4.1691,2.0229
97.1621621621622,4.1701,2.2885
97.1746361746362,4.1694,1.438
97.1829521829522,4.1696,1.627
97.1912681912682,4.1693,1.2898
97.1995841995842,4.1689,1.0472
97.2037422037422,4.1679,0.4061
97.2058212058212,4.1679,0.521
97.2099792099792,4.1674,0.2197
97.2099792099792,4.1668,-0.0434
97.2099792099792,4.1669,0.0766
97.2099792099792,4.1666,-0.0026
97.2099792099792,4.1664,-0.069
97.2099792099792,4.1663,-0.0919
97.2099792099792,4.1663,-0.0971
97.2099792099792,4.1661,-0.1175
97.2079002079002,4.1659,-0.1813
97.2079002079002,4.1656,-0.4035
97.2037422037422,4.1647,-0.9757
97.1975051975052,4.1637,-1.4354
97.1891891891892,4.1636,-1.1928
97.1829521829522,4.1646,-0.3806
97.1829521829522,4.1656,0.1405
97.1829521829522,4.1664,0.5364
97.1871101871102,4.1658,-0.2809
97.1829521829522,4.1649,-0.59
97.1808731808732,4.1649,-0.4802
97.1767151767152,4.1651,-0.2529
97.1767151767152,4.1674,1.724
97.1871101871102,4.1676,0.544
97.1891891891892,4.1666,-0.0026
97.1891891891892,4.1661,-0.0766
97.1891891891892,4.1659,-0.0945
97.1891891891892,4.1659,-0.0945
97.1891891891892,4.1659,-0.0945
97.1871101871102,4.1658,-0.0945
97.1871101871102,4.1658,-0.0945
97.1871101871102,4.1658,-0.0971
97.1871101871102,4.1658,-0.0945
97.1850311850312,4.1658,-0.0945
97.1850311850312,4.1658,-0.0945
97.1850311850312,4.1658,-0.0945
97.1850311850312,4.1658,-0.0945
97.1829521829522,4.1658,-0.0945
97.1829521829522,4.1658,-0.0971
97.1829521829522,4.1658,-0.0971
97.1808731808732,4.1658,-0.0971
97.1808731808732,4.1658,-0.0945
97.1808731808732,4.1658,-0.0945
97.1808731808732,4.1658,-0.0945
97.1787941787942,4.1658,-0.0971
97.1787941787942,4.1658,-0.0971
97.1787941787942,4.1658,-0.0971
97.1787941787942,4.1658,-0.0971
97.1767151767152,4.1658,-0.0945
97.1767151767152,4.1656,-0.0971
97.1767151767152,4.1656,-0.1022
97.1746361746362,4.1656,-0.1584
97.1746361746362,4.1653,-0.3703
97.1725571725572,4.1646,-0.7994
97.1663201663202,4.1627,-2.2706
97.1538461538462,4.1607,-2.8963
97.1330561330561,4.16,-2.8325
97.1185031185031,4.1597,-2.8069
97.1039501039501,4.1607,-1.2898
97.0956340956341,4.1605,-2.0765
97.0831600831601,4.1592,-2.8427
97.0665280665281,4.1592,-2.3191
97.056133056133,4.1619,0.046
97.0582120582121,4.1678,4.3292
97.0810810810811,4.1693,2.6154
97.0977130977131,4.1693,2.4826
97.1101871101871,4.1669,-0.166
97.1081081081081,4.1634,-2.2604
97.0935550935551,4.1607,-2.9142
97.0748440748441,4.159,-3.4736
97.056133056133,4.158,-3.5068
97.035343035343,4.1577,-3.2973
97.016632016632,4.1563,-4.0278
96.993762993763,4.1568,-2.6895
96.977130977131,4.1567,-3.162
96.95841995842,4.1582,-1.4533
96.9501039501039,4.1583,-2.0279
96.9397089397089,4.1603,0.023
96.9397089397089,4.1612,-0.7611
96.9376299376299,4.1624,0.5006
96.9397089397089,4.1622,-0.4393
96.9355509355509,4.1615,-0.6462
96.9334719334719,4.1607,-1.2234
96.9251559251559,4.1602,-1.3945
96.9147609147609,4.1583,-2.973
96.9002079002079,4.1588,-1.2975
96.8918918918919,4.16,-0.8301
96.8877338877339,4.1605,-0.7254
96.8835758835759,4.1627,1.8006
96.9002079002079,4.1691,5.5858
96.9293139293139,4.1721,5.3253
96.960498960499,4.172,4.1096
96.983367983368,4.1711,3.2974
97,4.1701,2.4519
97.014553014553,4.1693,1.7981
97.022869022869,4.1664,-0.4597
97.018711018711,4.1632,-2.0484
97.006237006237,4.1604,-3.2003
96.987525987526,4.1588,-3.2258
96.968814968815,4.158,-3.3331
96.948024948025,4.1583,-2.2399
96.9355509355509,4.1594,-1.627
96.9293139293139,4.1609,-0.4189
96.9272349272349,4.1615,-0.4214
96.9251559251559,4.1617,-0.4214
96.9209979209979,4.1609,-1.3613
96.9147609147609,4.1614,-0.4495
96.9106029106029,4.1621,-0.12
96.9106029106029,4.1629,0.0562
96.9106029106029,4.163,0.0792
96.9106029106029,4.1615,-1.3945
96.9022869022869,4.1599,-1.8824
96.8918918918919,4.1588,-2.1735
96.8794178794179,4.1597,-0.9782
96.8731808731809,4.16,-1.0753
96.8669438669439,4.1594,-1.6474
96.8565488565489,4.1595,-1.2719
96.8503118503118,4.1597,-1.1851
96.8440748440749,4.159,-1.6193
96.8336798336798,4.1577,-2.4749
96.8191268191268,4.1573,-2.1378
96.8066528066528,4.1588,-0.6385
96.8045738045738,4.1605,0.023
96.8045738045738,4.1604,-0.7126
96.8004158004158,4.1615,0.4546
96.8045738045738,4.162,0.166
96.8045738045738,4.1619,0.0613
96.8045738045738,4.1624,0.4189
96.8087318087318,4.164,1.6244
96.8170478170478,4.1642,1.1085
96.8232848232848,4.1624,-0.6819
96.8170478170478,4.1588,-2.7763
96.8004158004158,4.157,-2.9653
96.7817047817048,4.156,-3.2922
96.7609147609148,4.1558,-2.7635
96.7463617463617,4.1546,-3.683
96.7276507276507,4.1553,-2.1837
96.7130977130977,4.1548,-3.1875
96.6964656964657,4.1556,-1.6116
96.6860706860707,4.1556,-2.1531
96.6735966735967,4.155,-2.503
96.6590436590437,4.1565,-0.8582
96.6548856548857,4.1555,-2.623
96.6403326403326,4.1563,-0.8914
96.6340956340956,4.1556,-2.4673
96.6216216216216,4.1563,-0.9246
96.6133056133056,4.1551,-2.6409
96.6008316008316,4.1567,-0.046
96.6008316008316,4.1583,-0.0485
96.5987525987526,4.1578,-0.7535
96.5945945945946,4.1585,-0.0536
96.5945945945946,4.1587,-0.1967
96.5925155925156,4.1598,0.5517
96.5966735966736,4.1599,-0.0026
96.5945945945946,4.1577,-1.7215
96.5862785862786,4.1583,-0.0332
96.5862785862786,4.1583,-0.6436
96.5821205821206,4.158,-0.8454
96.5758835758836,4.157,-1.6959
96.5675675675676,4.1572,-1.0216
96.5613305613306,4.1583,-0.1584
96.5613305613306,4.158,-0.6998
96.5571725571725,4.1593,0.5517
96.5613305613306,4.1594,-0.1328
96.5592515592516,4.1593,0.0026
96.5592515592516,4.1595,0.0077
96.5592515592516,4.1595,0.0128
96.5592515592516,4.1597,0.0179
96.5634095634096,4.1635,3.7392
96.5821205821206,4.1634,1.2132
96.5904365904366,4.1622,0.7407
96.5945945945946,4.1656,4.1326
96.6195426195426,4.1679,4.1555
96.6444906444907,4.1684,3.8312
96.6632016632017,4.1674,2.4596
96.6756756756757,4.1644,-0.0026
96.6756756756757,4.163,0.2273
96.6777546777547,4.1621,-0.6692
96.6735966735967,4.1587,-2.8095
96.6569646569647,4.1556,-3.9971
96.6340956340956,4.1536,-4.2168
96.6091476091476,4.1531,-3.7979
96.5862785862786,4.1545,-2.148
96.5758835758836,4.1555,-1.8236
96.5654885654886,4.1568,-0.5619
96.5634095634096,4.157,-1.0625
96.5571725571725,4.1568,-1.1851
96.5509355509355,4.1575,-0.6615
96.5467775467775,4.1573,-0.9527
96.5405405405405,4.1562,-1.7419
96.5301455301455,4.1562,-1.3818
96.5218295218295,4.157,-0.7151
96.5176715176715,4.1567,-1.1723
96.5114345114345,4.1578,0.0332
96.5114345114345,4.158,-0.4163
96.5093555093555,4.159,0.4572
96.5135135135135,4.1587,-0.3908
96.5093555093555,4.1588,0.0434
96.5114345114345,4.1602,1.0421
96.5176715176715,4.162,1.8671
96.5301455301455,4.1652,4.0968
96.5530145530145,4.1666,3.7392
96.5738045738046,4.1644,0.9527
96.5779625779626,4.1625,0.4648
96.5800415800416,4.1612,-0.1967
96.5779625779626,4.161,0.0255
96.5800415800416,4.1605,-0.1864
96.5779625779626,4.1615,1.0574
96.5841995841996,4.163,1.535
96.5945945945946,4.1632,1.2924
96.6008316008316,4.1624,0.3167
96.6029106029106,4.1614,-0.0434
96.6008316008316,4.1609,-0.0894
96.6008316008316,4.1607,-0.0945
96.6008316008316,4.1605,-0.0971
96.6008316008316,4.1605,-0.0945
96.5987525987526,4.1605,-0.0971
96.5987525987526,4.1604,-0.0945
96.5987525987526,4.1604,-0.0945
96.5987525987526,4.1604,-0.0971
96.5966735966736,4.1604,-0.0971
96.5966735966736,4.1604,-0.0945
96.5966735966736,4.1604,-0.0971
96.5966735966736,4.1604,-0.0971
